name,room_numbers,address,price,usable_area,gross_floor_area,url,latitude,longitude
GRAND HORIZON・BLOCK 1,FLAT E・2 Rooms,Tsing Yi,5.18M,364ft²,495ft²,https://hk.centanet.com/findproperty/en/detail/GRAND-HORIZON-BLOCK-1_FCS001?theme=buy,22.3474872,114.1023164
SUN TUEN MUN CENTRE・BLOCK 6,2 Rooms,Tuen Mun South,4.7M,603ft²,750ft²,https://hk.centanet.com/findproperty/en/detail/SUN-TUEN-MUN-CENTRE-BLOCK-6_CGY406?theme=buy,22.3908295,113.9725126
MONACO・Phase 2 Grande Monaco・TOWER 1A,High Floor・FLAT A・3 Rooms・(1 Suite),Kai Tak New Area,22M,821ft²,,https://hk.centanet.com/findproperty/en/detail/MONACO-Phase-2-Grande-Monaco-TOWER-1A_UGH472?theme=buy,22.3246084,114.1990482
THE GRANDVILLE・TOWER C,3 Rooms・(1 Suite),Fo Tan,11.5M,794ft²,"1,008ft²",https://hk.centanet.com/findproperty/en/detail/THE-GRANDVILLE-TOWER-C_ALA214?theme=buy,22.3985709,114.1929428
KINGSWOOD VILLAS・Phase 7 Kenswood Court・BLOCK 6,Middle Floor・FLAT A・3 Rooms,Tin Shui Wai,5.5M,635ft²,820ft²,https://hk.centanet.com/findproperty/en/detail/KINGSWOOD-VILLAS-Phase-7-Kenswood-Court-BLOCK-6_CJR570?theme=buy,22.4606419,114.0041996
TIN CHUNG COURT・CHUNG HO HOUSE (BLOCK L),2 Rooms,Tin Shui Wai,3.3M,506ft²,665ft²,https://hk.centanet.com/findproperty/en/detail/TIN-CHUNG-COURT-CHUNG-HO-HOUSE-(BLOCK-L)_CXD062?theme=buy,22.4606419,114.0041996
MARINA COVE,3 Rooms,Pak Sha Wan,28.8M,"1,048ft²",,https://hk.centanet.com/findproperty/en/detail/MARINA-COVE_MSD432?theme=buy,22.366785,114.259238
GALAXIA・TOWER B,FLAT 5・2 Rooms,Diamond Hill,8.8M,593ft²,751ft²,https://hk.centanet.com/findproperty/en/detail/GALAXIA-TOWER-B_SIK436?theme=buy,,
FAIRVIEW PARK,3 Rooms,Palm Springs | Fairview,9.38M,891ft²,,https://hk.centanet.com/findproperty/en/detail/FAIRVIEW-PARK_EHE128?theme=buy,33.8302961,-116.5452921
OASIS KAI TAK・TOWER 2,Low Floor・FLAT C・2 Rooms,Kai Tak New Area,8.8M,494ft²,,https://hk.centanet.com/findproperty/en/detail/OASIS-KAI-TAK-TOWER-2_UGD913?theme=buy,22.3246084,114.1990482
CENTRAL PARK TOWERS・PHASE 2 CENTRAL PARK TOWERS II・TOWER 9,2 Rooms,Tin Shui Wai,4.6M,510ft²,673ft²,https://hk.centanet.com/findproperty/en/detail/CENTRAL-PARK-TOWERS-PHASE-2-CENTRAL-PARK-TOWERS-II-TOWER-9_CKU270?theme=buy,22.4606419,114.0041996
SUN TUEN MUN CENTRE,Low Floor・2 Rooms,Tuen Mun South,3.98M,455ft²,547ft²,https://hk.centanet.com/findproperty/en/detail/SUN-TUEN-MUN-CENTRE_CFZ222?theme=buy,22.3908295,113.9725126
KINGSWOOD VILLAS・PHASE 5 LYNWOOD COURT・BLOCK 9,3 Rooms,Tin Shui Wai,4.5M,547ft²,704ft²,https://hk.centanet.com/findproperty/en/detail/KINGSWOOD-VILLAS-PHASE-5-LYNWOOD-COURT-BLOCK-9_CJD180?theme=buy,22.4606419,114.0041996
BELLAGIO・Phase 1・TOWER 7,High Floor・FLAT F・2 Rooms,Sham Tseng,6M,531ft²,703ft²,https://hk.centanet.com/findproperty/en/detail/BELLAGIO-Phase-1-TOWER-7_CDB344?theme=buy,22.367102,114.058809
GRANDEUR VILLA・BLOCK 4,Low Floor・FLAT B・4 Rooms・(1 Suite),Yau Yat Tsuen,21.8M,"1,271ft²","1,719ft²",https://hk.centanet.com/findproperty/en/detail/GRANDEUR-VILLA-BLOCK-4_MKB549?theme=buy,22.3312462,114.1744039
STANLEY BEACH ROAD,HOUSE B・3 Rooms,Stanley,180M,"3,180ft²",,https://hk.centanet.com/findproperty/en/detail/STANLEY-BEACH-ROAD_TEF750?theme=buy,,
KINGSWOOD VILLAS・PHASE 7 KENSWOOD COURT・BLOCK 8,High Floor・4 Rooms・(1 Suite),Tin Shui Wai,12.5M,"1,462ft²","1,750ft²",https://hk.centanet.com/findproperty/en/detail/KINGSWOOD-VILLAS-PHASE-7-KENSWOOD-COURT-BLOCK-8_CJM317?theme=buy,22.4606419,114.0041996
ONE BEACON HILL・PHASE 1・TOWER 1,Middle Floor・FLAT A・3 Rooms・(1 Suite),Kowloon Tong,24.5M,976ft²,"1,324ft²",https://hk.centanet.com/findproperty/en/detail/ONE-BEACON-HILL-PHASE-1-TOWER-1_MAA102?theme=buy,22.3369319,114.1763367
HONG KONG GARDEN・PHASE 3・BLOCK 19,Middle Floor・FLAT A・3 Rooms,Tsing Lung Tau,8.3M,947ft²,"1,328ft²",https://hk.centanet.com/findproperty/en/detail/HONG-KONG-GARDEN-PHASE-3-BLOCK-19_CDC063?theme=buy,22.3631111,114.0473141
Swiss Towers・BLOCK 3 (EF),Low Floor・3 Rooms,Tai Hang Mid-Levels,23M,"1,265ft²","1,600ft²",https://hk.centanet.com/findproperty/en/detail/Swiss-Towers-BLOCK-3-(EF)_TAH664?theme=buy,22.2816223,114.147865
FORTUNE PLAZA,2 Rooms,Tai Po Town Centre,4.3M,339ft²,451ft²,https://hk.centanet.com/findproperty/en/detail/FORTUNE-PLAZA_AMZ856?theme=buy,22.4423218,114.1655064
ONE KAI TAK・I・TOWER 1,High Floor・FLAT D・2 Rooms,Kai Tak New Area,10.6M,566ft²,,https://hk.centanet.com/findproperty/en/detail/ONE-KAI-TAK-I-TOWER-1_UBR029?theme=buy,22.3246084,114.1990482
DRAGONS RANGE・COURT A TOWER 1,High Floor・FLAT F・2 Rooms,Kau To Shan,6.99M,681ft²,,https://hk.centanet.com/findproperty/en/detail/DRAGONS-RANGE-COURT-A-TOWER-1_AST957?theme=buy,22.4166667,114.1833333
GRAND YOHO・PHASE 2・TOWER 3,Middle Floor・FLAT B・3 Rooms,Yuen Long Station,8.9M,632ft²,,https://hk.centanet.com/findproperty/en/detail/GRAND-YOHO-PHASE-2-TOWER-3_CVX633?theme=buy,22.4460876,114.0347702
OCEAN PRIDE・PHASE 3・TOWER 10,High Floor・FLAT B・2 Rooms,Tsuen Wan West,9.98M,512ft²,,https://hk.centanet.com/findproperty/en/detail/OCEAN-PRIDE-PHASE-3-TOWER-10_CYR155?theme=buy,22.3684317,114.109705
CENTURY GATEWAY・PHASE 2・TOWER 8,FLAT G・1 Room,Tuen Mun Town Centre,5M,379ft²,,https://hk.centanet.com/findproperty/en/detail/CENTURY-GATEWAY-PHASE-2-TOWER-8_CWJ314?theme=buy,22.3908295,113.9725126
TUEN MUN TOWN PLAZA・PHASE 2・BLOCK 2,Middle Floor・2 Rooms,Tuen Mun Town Centre,2.8M,326ft²,448ft²,https://hk.centanet.com/findproperty/en/detail/TUEN-MUN-TOWN-PLAZA-PHASE-2-BLOCK-2_CFO646?theme=buy,22.3908295,113.9725126
CENTURY GATEWAY・Phase 1・TOWER 1,Middle Floor・FLAT A・3 Rooms・(1 Suite),Tuen Mun Town Centre,9M,718ft²,923ft²,https://hk.centanet.com/findproperty/en/detail/CENTURY-GATEWAY-Phase-1-TOWER-1_CWA141?theme=buy,22.3908295,113.9725126
CENTURY GATEWAY・Phase 1・TOWER 2,FLAT B・2 Rooms,Tuen Mun Town Centre,5.6M,498ft²,635ft²,https://hk.centanet.com/findproperty/en/detail/CENTURY-GATEWAY-Phase-1-TOWER-2_CWA381?theme=buy,22.3908295,113.9725126
LOHAS PARK・PHASE 6 LP6・TOWER 5,Middle Floor・FLAT B・2 Rooms,Lohas Park,6.88M,428ft²,,https://hk.centanet.com/findproperty/en/detail/LOHAS-PARK-PHASE-6-LP6-TOWER-5_UHJ199?theme=buy,22.2944817,114.2702546
CHELSEA HEIGHTS・Phase 1・BLOCK 2,2 Rooms,Tuen Mun North,4.8M,511ft²,644ft²,https://hk.centanet.com/findproperty/en/detail/CHELSEA-HEIGHTS-Phase-1-BLOCK-2_CFM683?theme=buy,22.3908295,113.9725126
OCEAN PRIDE・Phase 3A Ocean Supreme・TOWER 5B,High Floor・FLAT C・2 Rooms,Tsuen Wan West,9.7M,534ft²,,https://hk.centanet.com/findproperty/en/detail/OCEAN-PRIDE-Phase-3A-Ocean-Supreme-TOWER-5B_CYO524?theme=buy,22.3684317,114.109705
THE PAVILIA BAY・TOWER 2B,Middle Floor・FLAT D・Studio,Tsuen Wan West,6.2M,318ft²,,https://hk.centanet.com/findproperty/en/detail/THE-PAVILIA-BAY-TOWER-2B_CYN106?theme=buy,22.3684317,114.109705
CENTURY GATEWAY・Phase 2・TOWER 7,High Floor・FLAT D・3 Rooms・(1 Suite),Tuen Mun Town Centre,8M,663ft²,,https://hk.centanet.com/findproperty/en/detail/CENTURY-GATEWAY-Phase-2-TOWER-7_CWJ546?theme=buy,22.3908295,113.9725126
Lohas Park・PHASE 6 LP6,Low Floor・FLAT J・1 Room,Lohas Park,4.5M,307ft²,,https://hk.centanet.com/findproperty/en/detail/Lohas-Park-PHASE-6-LP6_UHI760?theme=buy,22.2944817,114.2702546
THE WINGS・IIIA・TOWER 3A,FLAT A・3 Rooms,Tseung Kwan O,11.91M,673ft²,,https://hk.centanet.com/findproperty/en/detail/THE-WINGS-IIIA-TOWER-3A_UEH930?theme=buy,22.3089111,114.2635572
Double Cove,Low Floor・FLAT B・5 Rooms,Wu Kai Sha,44M,"3,089ft²","3,920ft²",https://hk.centanet.com/findproperty/en/detail/Double-Cove_EMI646?theme=buy,,
OCEAN SHORES・PHASE 3・TOWER 13,Low Floor・FLAT H・2 Rooms,Tiu Keng Leng,7.3M,503ft²,677ft²,https://hk.centanet.com/findproperty/en/detail/OCEAN-SHORES-PHASE-3-TOWER-13_SCF844?theme=buy,,
Chelsea Heights・Phase 2・Block 6,2 Rooms,Tuen Mun North,4.8M,525ft²,680ft²,https://hk.centanet.com/findproperty/en/detail/Chelsea-Heights-Phase-2-Block-6_CET419?theme=buy,22.3908295,113.9725126
Parkland Villas,2 Rooms,Siu Hong,3.28M,381ft²,555ft²,https://hk.centanet.com/findproperty/en/detail/Parkland-Villas_CGQ960?theme=buy,22.4117535,113.9789961
NOVO LAND・Phase 1A・ELVERUM TOWER 1,High Floor・FLAT F・Studio,Siu Hong,2.8M,235ft²,,https://hk.centanet.com/findproperty/en/detail/NOVO-LAND-Phase-1A-ELVERUM-TOWER-1_CZG788?theme=buy,22.4117535,113.9789961
Century Gateway・Phase 1・Tower 5,High Floor・FLAT F・1 Room,Tuen Mun Town Centre,5M,374ft²,478ft²,https://hk.centanet.com/findproperty/en/detail/Century-Gateway-Phase-1-Tower-5_CWA814?theme=buy,22.3908295,113.9725126
Beneville・BLOCK 5,Middle Floor・2 Rooms,Siu Hong,4.15M,428ft²,578ft²,https://hk.centanet.com/findproperty/en/detail/Beneville-BLOCK-5_CIB001?theme=buy,22.4117535,113.9789961
CENTURY GATEWAY・Phase 2・TOWER 6,High Floor・FLAT G・2 Rooms,Tuen Mun Town Centre,5.6M,483ft²,,https://hk.centanet.com/findproperty/en/detail/CENTURY-GATEWAY-Phase-2-TOWER-6_CWJ708?theme=buy,22.3908295,113.9725126
Ocean Shores・PHASE 1・Tower 5,Middle Floor・FLAT G・2 Rooms,Tiu Keng Leng,7.2M,511ft²,686ft²,https://hk.centanet.com/findproperty/en/detail/Ocean-Shores-PHASE-1-Tower-5_SAM029?theme=buy,,
CENTURY GATEWAY・Phase 2・TOWER 6,Middle Floor・2 Rooms,Tuen Mun Town Centre,6.88M,483ft²,,https://hk.centanet.com/findproperty/en/detail/CENTURY-GATEWAY-Phase-2-TOWER-6_CWJ849?theme=buy,22.3908295,113.9725126
Festival City・PHASE 1・Tower 2,Middle Floor・FLAT ND・3 Rooms,Tai Wai,12.8M,739ft²,980ft²,https://hk.centanet.com/findproperty/en/detail/Festival-City-PHASE-1-Tower-2_EDY124?theme=buy,22.375941,114.178626
Novo Land・Phase 1B・Bergen Tower 3,High Floor・FLAT J・2 Rooms,Siu Hong,4.2M,423ft²,,https://hk.centanet.com/findproperty/en/detail/Novo-Land-Phase-1B-Bergen-Tower-3_CZH697?theme=buy,22.4117535,113.9789961
Festival City・Phase 1・Tower 3,Low Floor・FLAT ND・3 Rooms,Tai Wai,13M,739ft²,980ft²,https://hk.centanet.com/findproperty/en/detail/Festival-City-Phase-1-Tower-3_EDY284?theme=buy,22.375941,114.178626
CENTURY GATEWAY・Phase 1・TOWER 1,High Floor・FLAT B・4 Rooms・(1 Suite),Tuen Mun Town Centre,12M,858ft²,"1,110ft²",https://hk.centanet.com/findproperty/en/detail/CENTURY-GATEWAY-Phase-1-TOWER-1_CWA288?theme=buy,22.3908295,113.9725126
Century Gateway・Phase 1・Tower 1,4 Rooms,Tuen Mun Town Centre,12.38M,858ft²,"1,110ft²",https://hk.centanet.com/findproperty/en/detail/Century-Gateway-Phase-1-Tower-1_CWA256?theme=buy,22.3908295,113.9725126
MOUNT REGENCY,Middle Floor・2 Rooms,Tuen Mun San Hui,4.38M,414ft²,,https://hk.centanet.com/findproperty/en/detail/MOUNT-REGENCY_CZE140?theme=buy,22.3989729,113.9789238
Tuen Mun Town Plaza・PHASE 2・Block 2,2 Rooms,Tuen Mun Town Centre,2.88M,325ft²,448ft²,https://hk.centanet.com/findproperty/en/detail/Tuen-Mun-Town-Plaza-PHASE-2-Block-2_CIJ916?theme=buy,22.3908295,113.9725126
CENTURY GATEWAY・Phase 1・TOWER 1,Middle Floor・FLAT F・2 Rooms,Tuen Mun Town Centre,5.6M,487ft²,635ft²,https://hk.centanet.com/findproperty/en/detail/CENTURY-GATEWAY-Phase-1-TOWER-1_CWA188?theme=buy,22.3908295,113.9725126
Tuen Mun Town Plaza・PHASE 1・Block 3,Low Floor・FLAT K・2 Rooms,Tuen Mun Town Centre,3.3M,393ft²,549ft²,https://hk.centanet.com/findproperty/en/detail/Tuen-Mun-Town-Plaza-PHASE-1-Block-3_CEN663?theme=buy,22.3908295,113.9725126
SERENO VERDE・PHASE 5 REACH SUMMIT・TOWER 1,Low Floor・FLAT H・2 Rooms,Yuen Long Southeast,4.1M,365ft²,,https://hk.centanet.com/findproperty/en/detail/SERENO-VERDE-PHASE-5-REACH-SUMMIT-TOWER-1_GAE024?theme=buy,22.4445376,114.0222076
Beneville・BLOCK 2,Middle Floor・FLAT H・2 Rooms,Siu Hong,4.15M,428ft²,577ft²,https://hk.centanet.com/findproperty/en/detail/Beneville-BLOCK-2_CIA631?theme=buy,22.4117535,113.9789961
MOUNT REGENCY・PHASE 1・TOWER 1B,Middle Floor・2 Rooms,Tuen Mun San Hui,4.25M,404ft²,,https://hk.centanet.com/findproperty/en/detail/MOUNT-REGENCY-PHASE-1-TOWER-1B_CZD866?theme=buy,22.3989729,113.9789238
Nan Fung Plaza・Tower 5,Low Floor・FLAT E・2 Rooms,Hang Hau,6.78M,454ft²,,https://hk.centanet.com/findproperty/en/detail/Nan-Fung-Plaza-Tower-5_SBO044?theme=buy,22.3172623,114.2672828
THE ROYAL COURT,FLAT C・2 Rooms・(2 Suites),Mid-Levels Central,22.8M,856ft²,,https://hk.centanet.com/findproperty/en/detail/THE-ROYAL-COURT_TGC090?theme=buy,22.2838464,114.1549689
Marinella・Tower 1,High Floor・FLAT B・3 Rooms,Deep Bay,42.5M,"1,368ft²","1,799ft²",https://hk.centanet.com/findproperty/en/detail/Marinella-Tower-1_TKD358?theme=buy,49.453162,-124.710948
GRANVILLE GARDEN・TOWER 1,FLAT A・4 Rooms・(1 Suite),Tai Wai,8.98M,861ft²,"1,118ft²",https://hk.centanet.com/findproperty/en/detail/GRANVILLE-GARDEN-TOWER-1_ECQ492?theme=buy,22.375941,114.178626
COO RESIDENCE,Middle Floor・FLAT L・1 Room,Tuen Mun Town Centre,3.8M,320ft²,,https://hk.centanet.com/findproperty/en/detail/COO-RESIDENCE_CZC720?theme=buy,22.3908295,113.9725126
SERENO VERDE・PHASE 5 REACH SUMMIT,Low Floor・FLAT M・1 Room,Yuen Long Southeast,3.38M,282ft²,,https://hk.centanet.com/findproperty/en/detail/SERENO-VERDE-PHASE-5-REACH-SUMMIT_GAD877?theme=buy,22.4445376,114.0222076
TWIN REGENCY・TOWER 2,Low Floor・FLAT E・1 Room,Long Ping,5.18M,423ft²,,https://hk.centanet.com/findproperty/en/detail/TWIN-REGENCY-TOWER-2_CVU274?theme=buy,,
Novo Land・Phase 1A・Elverum Tower 1,Studio,Siu Hong,2.68M,236ft²,,https://hk.centanet.com/findproperty/en/detail/Novo-Land-Phase-1A-Elverum-Tower-1_CZH208?theme=buy,22.4117535,113.9789961
Century Gateway・Phase 1・Tower 5,3 Rooms,Tuen Mun Town Centre,8M,646ft²,838ft²,https://hk.centanet.com/findproperty/en/detail/Century-Gateway-Phase-1-Tower-5_CWA662?theme=buy,22.3908295,113.9725126
Parkland Villas・Block 1,3 Rooms,Siu Hong,4.68M,499ft²,715ft²,https://hk.centanet.com/findproperty/en/detail/Parkland-Villas-Block-1_CGI434?theme=buy,22.4117535,113.9789961
PARK ISLAND・Phase 5 Oceancrest・TOWER 30,Low Floor・FLAT F・2 Rooms,Ma Wan,6.3M,574ft²,736ft²,https://hk.centanet.com/findproperty/en/detail/PARK-ISLAND-Phase-5-Oceancrest-TOWER-30_FEF332?theme=buy,22.3500753,114.059207
NAN FUNG PLAZA・TOWER 3,2 Rooms,Hang Hau,6.3M,466ft²,633ft²,https://hk.centanet.com/findproperty/en/detail/NAN-FUNG-PLAZA-TOWER-3_SCC251?theme=buy,22.3172623,114.2672828
NOVO LAND・Phase 1B・BERGEN TOWER 3,Low Floor・FLAT F・1 Room,Siu Hong,3.5M,294ft²,,https://hk.centanet.com/findproperty/en/detail/NOVO-LAND-Phase-1B-BERGEN-TOWER-3_CZH892?theme=buy,22.4117535,113.9789961
The Trend Plaza・Block A,2 Rooms,Tuen Mun Town Centre,3.8M,409ft²,516ft²,https://hk.centanet.com/findproperty/en/detail/The-Trend-Plaza-Block-A_CGR759?theme=buy,22.3908295,113.9725126
Lohas Park・Phase 2C La Splendeur・Tower 11,Low Floor・FLAT LD・3 Rooms,Lohas Park,8.3M,729ft²,,https://hk.centanet.com/findproperty/en/detail/Lohas-Park-Phase-2C-La-Splendeur-Tower-11_SZR730?theme=buy,22.2944817,114.2702546
PARK ISLAND・Phase 3・BLOCK 25,Middle Floor・FLAT E・2 Rooms,Ma Wan,5.38M,490ft²,653ft²,https://hk.centanet.com/findproperty/en/detail/PARK-ISLAND-Phase-3-BLOCK-25_FEB768?theme=buy,22.3500753,114.059207
REGENCY BAY,Middle Floor・1 Room,Tuen Mun South,4.5M,299ft²,,https://hk.centanet.com/findproperty/en/detail/REGENCY-BAY_CZF432?theme=buy,22.3908295,113.9725126
PARKLAND VILLAS・BLOCK 1,FLAT A・2 Rooms,Siu Hong,3.5M,376ft²,548ft²,https://hk.centanet.com/findproperty/en/detail/PARKLAND-VILLAS-BLOCK-1_CFW352?theme=buy,22.4117535,113.9789961
CENTRA HORIZON,3 Rooms,Pak Shek Kok,17M,"1,041ft²",,https://hk.centanet.com/findproperty/en/detail/CENTRA-HORIZON_AUL576?theme=buy,22.4280945,114.2082325
MANOR HILL・TOWER 1,FLAT B6・Studio,Lohas Park,4.68M,215ft²,,https://hk.centanet.com/findproperty/en/detail/MANOR-HILL-TOWER-1_UHR308?theme=buy,22.2944817,114.2702546
Ocean Shores・Phase 1・Tower 1,High Floor・FLAT C・2 Rooms,Tiu Keng Leng,9M,504ft²,676ft²,https://hk.centanet.com/findproperty/en/detail/Ocean-Shores-Phase-1-Tower-1_SBF271?theme=buy,,
NOVO LAND・Phase 1A・ELVERUM TOWER 1,High Floor・2 Rooms,Siu Hong,4.38M,424ft²,,https://hk.centanet.com/findproperty/en/detail/NOVO-LAND-Phase-1A-ELVERUM-TOWER-1_CZG586?theme=buy,22.4117535,113.9789961
South Horizons・PHASE 3・Mei Wah Court (Block 22),High Floor・FLAT H・4 Rooms,South Horizons,15.3M,871ft²,"1,078ft²",https://hk.centanet.com/findproperty/en/detail/South-Horizons-PHASE-3-Mei-Wah-Court-(Block-22)_TIX203?theme=buy,22.243373,114.1476512
Caribbean Coast・Phase 3 Carmel Cove・Lux Living (Tower 12),Low Floor・FLAT B・3 Rooms,Tung Chung Town Centre,7.38M,748ft²,"1,013ft²",https://hk.centanet.com/findproperty/en/detail/Caribbean-Coast-Phase-3-Carmel-Cove-Lux-Living-(Tower-12)_FGE605?theme=buy,22.2873743,113.9425086
COASTAL SKYLINE・PHASE 1・BLOCK 5,High Floor・FLAT C・3 Rooms,Tung Chung Town Centre,10M,874ft²,"1,189ft²",https://hk.centanet.com/findproperty/en/detail/COASTAL-SKYLINE-PHASE-1-BLOCK-5_FGF215?theme=buy,22.2873743,113.9425086
Grand Yoho,2 Rooms,Yuen Long Station,6.68M,498ft²,,https://hk.centanet.com/findproperty/en/detail/Grand-Yoho_CVW424?theme=buy,22.4460876,114.0347702
The Trend Plaza・Block A,2 Rooms,Tuen Mun Town Centre,2.8M,314ft²,403ft²,https://hk.centanet.com/findproperty/en/detail/The-Trend-Plaza-Block-A_CGH603?theme=buy,22.3908295,113.9725126
DOUBLE COVE・PHASE 3 DOUBLE COVE STARVIEW PRIME・BLOCK 23,Middle Floor・2 Rooms,Wu Kai Sha,7.8M,496ft²,,https://hk.centanet.com/findproperty/en/detail/DOUBLE-COVE-PHASE-3-DOUBLE-COVE-STARVIEW-PRIME-BLOCK-23_EMR099?theme=buy,,
Century Link・Phase 1・Tower 5B,Middle Floor・FLAT 7・1 Room,Tung Chung Town Centre,4.8M,378ft²,,https://hk.centanet.com/findproperty/en/detail/Century-Link-Phase-1-Tower-5B_FGZ813?theme=buy,22.2873743,113.9425086
Parkland Villas・Block 9,Middle Floor・FLAT A・2 Rooms,Siu Hong,3.95M,381ft²,564ft²,https://hk.centanet.com/findproperty/en/detail/Parkland-Villas-Block-9_CGH944?theme=buy,22.4117535,113.9789961
COO RESIDENCE,Middle Floor・FLAT D・Studio,Tuen Mun Town Centre,2.8M,231ft²,,https://hk.centanet.com/findproperty/en/detail/COO-RESIDENCE_CZC639?theme=buy,22.3908295,113.9725126
Pictorial Garden・Phase 2・Forum Court (Block B),Middle Floor・FLAT F・3 Rooms,Shek Mun,8.78M,839ft²,"1,187ft²",https://hk.centanet.com/findproperty/en/detail/Pictorial-Garden-Phase-2-Forum-Court-(Block-B)_ECH292?theme=buy,22.3889593,114.2088722
HOLLYWOOD TERRACE・BLOCK A,FLAT B・2 Rooms,Sheung Wan,12.5M,616ft²,757ft²,https://hk.centanet.com/findproperty/en/detail/HOLLYWOOD-TERRACE-BLOCK-A_LIO159?theme=buy,22.2863943,114.1491375
THE METRO CITY・PHASE 1・TOWER 5,FLAT B・1 Room,Po Lam,5.18M,364ft²,487ft²,https://hk.centanet.com/findproperty/en/detail/THE-METRO-CITY-PHASE-1-TOWER-5_SBO389?theme=buy,22.3237131,114.2548803
Tuen Mun Town Plaza,3 Rooms,Tuen Mun Town Centre,5.5M,515ft²,,https://hk.centanet.com/findproperty/en/detail/Tuen-Mun-Town-Plaza_CEY928?theme=buy,22.3908295,113.9725126
NEW KWAI FONG GARDENS・BLOCK E,Low Floor・FLAT 8・2 Rooms,Ha Kwai Chung,4.98M,418ft²,510ft²,https://hk.centanet.com/findproperty/en/detail/NEW-KWAI-FONG-GARDENS-BLOCK-E_FAK198?theme=buy,22.355777,114.131286
Novo Land・Phase 1A・Elverum Tower 1,Middle Floor・FLAT L・2 Rooms,Siu Hong,4.65M,424ft²,,https://hk.centanet.com/findproperty/en/detail/Novo-Land-Phase-1A-Elverum-Tower-1_CZG465?theme=buy,22.4117535,113.9789961
REGENCY BAY,2 Rooms,Tuen Mun South,5.44M,450ft²,,https://hk.centanet.com/findproperty/en/detail/REGENCY-BAY_CZF843?theme=buy,22.3908295,113.9725126
Grand Yoho・Phase 1・Tower 2,2 Rooms,Yuen Long Station,7.28M,502ft²,,https://hk.centanet.com/findproperty/en/detail/Grand-Yoho-Phase-1-Tower-2_CVX116?theme=buy,22.4460876,114.0347702
Tai Hing Gardens,2 Rooms,Tuen Mun North,3.68M,447ft²,583ft²,https://hk.centanet.com/findproperty/en/detail/Tai-Hing-Gardens_CHB635?theme=buy,22.3908295,113.9725126
IMPERIAL CULLINAN・TOWER 2,FLAT C・3 Rooms・(1 Suite),Olympic Station,18M,885ft²,"1,123ft²",https://hk.centanet.com/findproperty/en/detail/IMPERIAL-CULLINAN-TOWER-2_UAC081?theme=buy,,
THE TREND PLAZA・BLOCK C,Middle Floor・2 Rooms,Tuen Mun Town Centre,3.38M,346ft²,452ft²,https://hk.centanet.com/findproperty/en/detail/THE-TREND-PLAZA-BLOCK-C_CGP185?theme=buy,22.3908295,113.9725126
REGENCY BAY,2 Rooms,Tuen Mun South,4.2M,367ft²,,https://hk.centanet.com/findproperty/en/detail/REGENCY-BAY_CZF763?theme=buy,22.3908295,113.9725126
HOLLYWOOD TERRACE・BLOCK A,2 Rooms,Sheung Wan,12M,615ft²,755ft²,https://hk.centanet.com/findproperty/en/detail/HOLLYWOOD-TERRACE-BLOCK-A_LAC504?theme=buy,22.2863943,114.1491375
Parkland Villas・Block 2,3 Rooms,Siu Hong,5.6M,499ft²,715ft²,https://hk.centanet.com/findproperty/en/detail/Parkland-Villas-Block-2_CGF150?theme=buy,22.4117535,113.9789961
LOHAS PARK・PHASE 6 LP6・TOWER 3,Middle Floor・FLAT K・1 Room,Lohas Park,3.98M,307ft²,,https://hk.centanet.com/findproperty/en/detail/LOHAS-PARK-PHASE-6-LP6-TOWER-3_UHH809?theme=buy,22.2944817,114.2702546
Kam Wah Garden・Block A,High Floor・FLAT 5・2 Rooms,Tuen Mun Town Centre,3.5M,353ft²,483ft²,https://hk.centanet.com/findproperty/en/detail/Kam-Wah-Garden-Block-A_CFI048?theme=buy,22.3908295,113.9725126
NOVO LAND・Phase 1A・ELVERUM TOWER 2,High Floor・FLAT J・1 Room,Siu Hong,3.5M,309ft²,,https://hk.centanet.com/findproperty/en/detail/NOVO-LAND-Phase-1A-ELVERUM-TOWER-2_CZG403?theme=buy,22.4117535,113.9789961
CHELSEA HEIGHTS・Phase 2・BLOCK 7,Middle Floor・FLAT C・3 Rooms・(1 Suite),Tuen Mun North,7.3M,710ft²,925ft²,https://hk.centanet.com/findproperty/en/detail/CHELSEA-HEIGHTS-Phase-2-BLOCK-7_CFA069?theme=buy,22.3908295,113.9725126
PARC VERSAILLES,High Floor・3 Rooms・(1 Suite),Tai Po Luxury/Mid-levels,13.8M,"1,001ft²","1,180ft²",https://hk.centanet.com/findproperty/en/detail/PARC-VERSAILLES_ANM764?theme=buy,22.2816223,114.147865
ISLAND HARBOURVIEW・TOWER 3,FLAT G・2 Rooms,Olympic Station,7.88M,457ft²,609ft²,https://hk.centanet.com/findproperty/en/detail/ISLAND-HARBOURVIEW-TOWER-3_SUS965?theme=buy,,
LOHAS PARK・PHASE 2B LE PRIME・TOWER 6 - L WING,Low Floor・FLAT B・3 Rooms,Lohas Park,8.98M,813ft²,"1,069ft²",https://hk.centanet.com/findproperty/en/detail/LOHAS-PARK-PHASE-2B-LE-PRIME-TOWER-6---L-WING_SZG429?theme=buy,22.2944817,114.2702546
Grand Yoho・Phase 1・Tower 2,High Floor・2 Rooms,Yuen Long Station,8.5M,519ft²,,https://hk.centanet.com/findproperty/en/detail/Grand-Yoho-Phase-1-Tower-2_CVW894?theme=buy,22.4460876,114.0347702
