name,room_numbers,address,price,usable_area,gross_floor_area,url
DAWNING VIEWS・BLOCK 4,FLAT B・2 Rooms,Fanling,"13,000",436ft²,598ft²,https://hk.centanet.com/findproperty/en/detail/DAWNING-VIEWS-BLOCK-4_ENM215?theme=rent
DISCOVERY BAY・PHASE 12 SIENA TWO,2 Rooms,Discovery Bay,"18,000",604ft²,845ft²,https://hk.centanet.com/findproperty/en/detail/DISCOVERY-BAY-PHASE-12-SIENA-TWO_LFG764?theme=rent
RIVA・ENNA BOULEVARD TOWER 5,Low Floor・FLAT B・3 Rooms・(1 Suite),Kam Tin,"20,000",649ft²,835ft²,https://hk.centanet.com/findproperty/en/detail/RIVA-ENNA-BOULEVARD-TOWER-5_CVE843?theme=rent
DISCOVERY BAY・Phase 10 Neo Horizon,Middle Floor・2 Rooms,Discovery Bay,"20,000",580ft²,747ft²,https://hk.centanet.com/findproperty/en/detail/DISCOVERY-BAY-Phase-10-Neo-Horizon_LFG841?theme=rent
HANFORD GARDEN・BLOCK 3,2 Rooms,Tuen Mun South,"11,500",437ft²,554ft²,https://hk.centanet.com/findproperty/en/detail/HANFORD-GARDEN-BLOCK-3_CFR621?theme=rent
KINGSWOOD VILLAS・Phase 1 Locwood Court・BLOCK 13,Middle Floor・FLAT F・2 Rooms,Tin Shui Wai,"11,500",449ft²,576ft²,https://hk.centanet.com/findproperty/en/detail/KINGSWOOD-VILLAS-Phase-1-Locwood-Court-BLOCK-13_CJA908?theme=rent
LUK YEUNG SUN CHUEN・BLOCK Q,Middle Floor・FLAT 6・2 Rooms,Luk Yeung,"16,800",445ft²,519ft²,https://hk.centanet.com/findproperty/en/detail/LUK-YEUNG-SUN-CHUEN-BLOCK-Q_CLC002?theme=rent
OCEAN PRIDE・PHASE 3A OCEAN SUPREME・TOWER 5C,High Floor・FLAT C・2 Rooms,Tsuen Wan West,"25,000",531ft²,N/A,https://hk.centanet.com/findproperty/en/detail/OCEAN-PRIDE-PHASE-3A-OCEAN-SUPREME-TOWER-5C_CYP139?theme=rent
PARK CENTRAL・PHASE 2・TOWER 11,Middle Floor・FLAT B・2 Rooms,Tseung Kwan O,"17,000",436ft²,581ft²,https://hk.centanet.com/findproperty/en/detail/PARK-CENTRAL-PHASE-2-TOWER-11_SBZ950?theme=rent
Heng Fa Chuen・BLOCK 50,Middle Floor・FLAT 1・4 Rooms,Heng Fa Chuen,"30,000",826ft²,974ft²,https://hk.centanet.com/findproperty/en/detail/Heng-Fa-Chuen-BLOCK-50_DGG341?theme=rent
The Belcher's・Phase 1・Tower 1,High Floor・FLAT H・5 Rooms,Mid-Levels West,"68,000","1,447ft²","1,831ft²",https://hk.centanet.com/findproperty/en/detail/The-Belcher's-Phase-1-Tower-1_LAE496?theme=rent
Monterey・Tower 9A,Middle Floor・FLAT C・3 Rooms,Tseung Kwan O,"38,000",841ft²,N/A,https://hk.centanet.com/findproperty/en/detail/Monterey-Tower-9A_UHA888?theme=rent
SOUTH HORIZONS・PHASE 3・MEI HIN COURT (BLOCK 23),High Floor・FLAT C・2 Rooms・(1 Suite),South Horizons,"24,000",581ft²,745ft²,https://hk.centanet.com/findproperty/en/detail/SOUTH-HORIZONS-PHASE-3-MEI-HIN-COURT-(BLOCK-23)_TIO402?theme=rent
Ocean Pride・Phase 3・Tower 6,High Floor・FLAT C・4 Rooms,Tsuen Wan West,"43,800","1,149ft²",N/A,https://hk.centanet.com/findproperty/en/detail/Ocean-Pride-Phase-3-Tower-6_CYQ879?theme=rent
The Wings・II・Tower 3A,High Floor・FLAT B・3 Rooms,Tseung Kwan O,"50,000","1,000ft²","1,250ft²",https://hk.centanet.com/findproperty/en/detail/The-Wings-II-Tower-3A_UDC927?theme=rent
MAYFAIR BY THE SEA,House・4 Rooms・(4 Suites),Pak Shek Kok,"180,000","3,661ft²",N/A,https://hk.centanet.com/findproperty/en/detail/MAYFAIR-BY-THE-SEA_ASQ061?theme=rent
OCEAN PRIDE・Phase 3A Ocean Supreme・TOWER 3C,Low Floor・FLAT B・2 Rooms,Tsuen Wan West,"25,000",524ft²,N/A,https://hk.centanet.com/findproperty/en/detail/OCEAN-PRIDE-Phase-3A-Ocean-Supreme-TOWER-3C_CYO407?theme=rent
THE PAVILIA FARM・Phase 1・TOWER 2 (2B),Low Floor・FLAT B・3 Rooms,Tai Wai,"34,000",663ft²,N/A,https://hk.centanet.com/findproperty/en/detail/THE-PAVILIA-FARM-Phase-1-TOWER-2-(2B)_AUT052?theme=rent
Dragons Range・Court A Tower 1,High Floor・FLAT E・3 Rooms,Kau To Shan,"30,000","1,011ft²",N/A,https://hk.centanet.com/findproperty/en/detail/Dragons-Range-Court-A-Tower-1_AST893?theme=rent
Baguio Villa,High Floor・FLAT C・4 Rooms,Pok Fu Lam,"82,000","2,326ft²",N/A,https://hk.centanet.com/findproperty/en/detail/Baguio-Villa_TJL537?theme=rent
GRAND CENTRAL・PHASE 1・TOWER 1,High Floor・FLAT C・3 Rooms,Kwun Tong,"32,000",765ft²,N/A,https://hk.centanet.com/findproperty/en/detail/GRAND-CENTRAL-PHASE-1-TOWER-1_DUD781?theme=rent
JUBILEE GARDEN,Low Floor・2 Rooms,Fo Tan,"17,500",506ft²,644ft²,https://hk.centanet.com/findproperty/en/detail/JUBILEE-GARDEN_EAK142?theme=rent
No. 63 Pok Fu Lam Road・Tower 1 (Amber House),Middle Floor・FLAT E・Studio,Mid-Levels West,"18,000",209ft²,N/A,https://hk.centanet.com/findproperty/en/detail/No--63-Pok-Fu-Lam-Road-Tower-1-(Amber-House)_LJC395?theme=rent
Providence Bay・Phase 2 Providence Peak,High Floor・4 Rooms,Pak Shek Kok,"60,000","1,894ft²","2,548ft²",https://hk.centanet.com/findproperty/en/detail/Providence-Bay-Phase-2-Providence-Peak_ASJ351?theme=rent
Double Cove・PHASE 2 DOUBLE COVE STARVIEW・Block 20,Low Floor・4 Rooms,Wu Kai Sha,"86,000","3,108ft²",N/A,https://hk.centanet.com/findproperty/en/detail/Double-Cove-PHASE-2-DOUBLE-COVE-STARVIEW-Block-20_EMP077?theme=rent
K. CITY・TOWER 1,Low Floor・FLAT G・1 Room,Kai Tak New Area,"18,500",372ft²,N/A,https://hk.centanet.com/findproperty/en/detail/K--CITY-TOWER-1_UGC738?theme=rent
THE SOUTHSIDE・Phase 1 Southland・TOWER 1 (1B),High Floor・FLAT D・3 Rooms・(1 Suite),Wong Chuk Hang,"60,000",882ft²,N/A,https://hk.centanet.com/findproperty/en/detail/THE-SOUTHSIDE-Phase-1-Southland-TOWER-1-(1B)_TOC716?theme=rent
MOUNT HAVEN・BLOCK 5,High Floor・FLAT D・3 Rooms・(1 Suite),Tsing Yi,"24,000",780ft²,951ft²,https://hk.centanet.com/findproperty/en/detail/MOUNT-HAVEN-BLOCK-5_FCO959?theme=rent
THE ZENITH・PHASE 1・TOWER 2,High Floor・FLAT E・2 Rooms,Wan Chai,"29,800",523ft²,683ft²,https://hk.centanet.com/findproperty/en/detail/THE-ZENITH-PHASE-1-TOWER-2_TDU196?theme=rent
PARK CENTRAL・Phase 2・TOWER 2,Middle Floor・FLAT D・2 Rooms,Tseung Kwan O,"19,500",465ft²,617ft²,https://hk.centanet.com/findproperty/en/detail/PARK-CENTRAL-Phase-2-TOWER-2_SAM630?theme=rent
The Beaumount・II・Tower 2,Middle Floor・FLAT D・3 Rooms,Lohas Park,"18,000",741ft²,N/A,https://hk.centanet.com/findproperty/en/detail/The-Beaumount-II-Tower-2_UEQ966?theme=rent
ELEGANT GARDEN・BLOCK 1,Studio,Sai Ying Pun,"24,000",374ft²,N/A,https://hk.centanet.com/findproperty/en/detail/ELEGANT-GARDEN-BLOCK-1_LDE280?theme=rent
CETUS‧SQUARE MILE・TOWER 2,Middle Floor・FLAT G・Studio,Tai Kok Tsui,"12,000",194ft²,N/A,https://hk.centanet.com/findproperty/en/detail/CETUS%E2%80%A7SQUARE-MILE-TOWER-2_UAZ953?theme=rent
THE GRAND MARINE・TOWER 2,High Floor・FLAT C・2 Rooms,Tsing Yi,"17,000",413ft²,N/A,https://hk.centanet.com/findproperty/en/detail/THE-GRAND-MARINE-TOWER-2_FIP076?theme=rent
THE PAPILLONS・TOWER 7,High Floor・FLAT E・2 Rooms,Tseung Kwan O,"20,000",512ft²,N/A,https://hk.centanet.com/findproperty/en/detail/THE-PAPILLONS-TOWER-7_UEZ312?theme=rent
EIGHT SOUTH LANE,FLAT C・1 Room,Shek Tong Tsui,"20,000",304ft²,N/A,https://hk.centanet.com/findproperty/en/detail/EIGHT-SOUTH-LANE_LHH382?theme=rent
FLORIENT RISE・TOWER 2,FLAT B・3 Rooms,Olympic Station,"42,000",792ft²,"1,080ft²",https://hk.centanet.com/findproperty/en/detail/FLORIENT-RISE-TOWER-2_SYG004?theme=rent
OCEANAIRE・TOWER 2A,3 Rooms・(1 Suite),Ma On Shan,"32,000",820ft²,"1,070ft²",https://hk.centanet.com/findproperty/en/detail/OCEANAIRE-TOWER-2A_EMD627?theme=rent
CULLINAN WEST・Phase 5 Cullinan West III・TOWER 6,Middle Floor・FLAT G・Studio,Nam Cheong Station,"18,000",273ft²,N/A,https://hk.centanet.com/findproperty/en/detail/CULLINAN-WEST-Phase-5-Cullinan-West-III-TOWER-6_MXL373?theme=rent
Sausalito・Tower 3,Middle Floor・FLAT E・3 Rooms,Ma On Shan,"20,500",590ft²,813ft²,https://hk.centanet.com/findproperty/en/detail/Sausalito-Tower-3_EMA816?theme=rent
The Pavilia Farm・Phase 1・Tower 2 (2B),High Floor・FLAT C・2 Rooms,Tai Wai,"28,900",523ft²,N/A,https://hk.centanet.com/findproperty/en/detail/The-Pavilia-Farm-Phase-1-Tower-2-(2B)_AUT985?theme=rent
2GETHER,Low Floor・FLAT SA・2 Rooms,Tuen Mun Ferry Pier,"14,000",527ft²,N/A,https://hk.centanet.com/findproperty/en/detail/2GETHER_CZB722?theme=rent
COASTAL SKYLINE・Phase 4 Le Bleu Deux・BLOCK 1,High Floor・FLAT A・3 Rooms,Tung Chung Town Centre,"47,000","1,330ft²","1,722ft²",https://hk.centanet.com/findproperty/en/detail/COASTAL-SKYLINE-Phase-4-Le-Bleu-Deux-BLOCK-1_FGH776?theme=rent
ULTIMA・PHASE 1・TOWER 6,Middle Floor・FLAT D・2 Rooms,Ho Man Tin,"44,000",800ft²,N/A,https://hk.centanet.com/findproperty/en/detail/ULTIMA-PHASE-1-TOWER-6_MMT075?theme=rent
THE VISIONARY・TOWER 3,FLAT E・3 Rooms,Tung Chung Town Centre,"34,000",986ft²,N/A,https://hk.centanet.com/findproperty/en/detail/THE-VISIONARY-TOWER-3_FGT376?theme=rent
CONVENTION PLAZA APARTMENTS,Low Floor・FLAT 16・2 Rooms・(1 Suite),Wan Chai,"58,000",978ft²,N/A,https://hk.centanet.com/findproperty/en/detail/CONVENTION-PLAZA-APARTMENTS_TGA708?theme=rent
Grand Horizon・Block 3,Low Floor・FLAT H・2 Rooms,Tsing Yi,"15,500",507ft²,674ft²,https://hk.centanet.com/findproperty/en/detail/Grand-Horizon-Block-3_FCY676?theme=rent
MONACO ONE・PHASE 2 MONACO MARINE・TOWER 1B,Middle Floor・FLAT B・3 Rooms,Kai Tak New Area,"28,500",574ft²,N/A,https://hk.centanet.com/findproperty/en/detail/MONACO-ONE-PHASE-2-MONACO-MARINE-TOWER-1B_UGK925?theme=rent
LA FONTAINE・TOWER B,3 Rooms,Tai Po Town Centre,"19,800",532ft²,706ft²,https://hk.centanet.com/findproperty/en/detail/LA-FONTAINE-TOWER-B_AMT592?theme=rent
GREEN CODE・TOWER 1,Low Floor・FLAT B・2 Rooms,Fanling,"12,500",429ft²,573ft²,https://hk.centanet.com/findproperty/en/detail/GREEN-CODE-TOWER-1_EUB756?theme=rent
METRO TOWN・PHASE 2 LE POINT・TOWER 8,Low Floor・3 Rooms,Tiu Keng Leng,"25,000",651ft²,882ft²,https://hk.centanet.com/findproperty/en/detail/METRO-TOWN-PHASE-2-LE-POINT-TOWER-8_SDX760?theme=rent
MA ON SHAN CENTRE・TOWER 4,Middle Floor・FLAT C・2 Rooms,Ma On Shan,"17,000",375ft²,506ft²,https://hk.centanet.com/findproperty/en/detail/MA-ON-SHAN-CENTRE-TOWER-4_EEU671?theme=rent
Regent On The Park・TOWER 1,FLAT A・3 Rooms・(1 Suite),Mid-Levels Central,"99,000","2,072ft²",N/A,https://hk.centanet.com/findproperty/en/detail/Regent-On-The-Park-TOWER-1_TGB072?theme=rent
CULLINAN WEST・Phase 5 Cullinan West III・TOWER 6,Low Floor・FLAT F・Studio,Nam Cheong Station,"16,800",271ft²,N/A,https://hk.centanet.com/findproperty/en/detail/CULLINAN-WEST-Phase-5-Cullinan-West-III-TOWER-6_MXL257?theme=rent
LAI YAN COURT・LAI YING HOUSE (BLOCK A),Middle Floor・FLAT 14・2 Rooms,Lai Wan,"13,000",431ft²,N/A,https://hk.centanet.com/findproperty/en/detail/LAI-YAN-COURT-LAI-YING-HOUSE-(BLOCK-A)_MPC384?theme=rent
Imperial Cullinan・Tower 3,FLAT A・3 Rooms,Olympic Station,"52,000","1,069ft²","1,353ft²",https://hk.centanet.com/findproperty/en/detail/Imperial-Cullinan-Tower-3_UAC112?theme=rent
YUCCIE SQUARE・TOWER 2,3 Rooms,Long Ping,"20,000",646ft²,N/A,https://hk.centanet.com/findproperty/en/detail/YUCCIE-SQUARE-TOWER-2_CVS759?theme=rent
SOLARIA,Low Floor・3 Rooms,Pak Shek Kok,"23,800",576ft²,N/A,https://hk.centanet.com/findproperty/en/detail/SOLARIA_AUC090?theme=rent
GRAND VICTORIA・PHASE 1・TOWER 3A,Low Floor・FLAT B・2 Rooms,Nam Cheong Station,"36,000",490ft²,N/A,https://hk.centanet.com/findproperty/en/detail/GRAND-VICTORIA-PHASE-1-TOWER-3A_MXN987?theme=rent
FANLING TOWN CENTER・BRILLIANT COURT (BLOCK 2),FLAT E・2 Rooms,Fanling,"11,800",399ft²,533ft²,https://hk.centanet.com/findproperty/en/detail/FANLING-TOWN-CENTER-BRILLIANT-COURT-(BLOCK-2)_ENW238?theme=rent
THE PAVILIA HILL・TOWER 2,4 Rooms,North Point Mid-Levels,"82,000","1,290ft²",N/A,https://hk.centanet.com/findproperty/en/detail/THE-PAVILIA-HILL-TOWER-2_DNL738?theme=rent
Park Yoho・Phase 2A Park Yoho Genova・Tower 19,High Floor・FLAT D・3 Rooms,Kam Tin,"20,000",736ft²,N/A,https://hk.centanet.com/findproperty/en/detail/Park-Yoho-Phase-2A-Park-Yoho-Genova-Tower-19_CVZ224?theme=rent
VIBE CENTRO・TOWER 1B,2 Rooms,Kai Tak New Area,"24,000",499ft²,N/A,https://hk.centanet.com/findproperty/en/detail/VIBE-CENTRO-TOWER-1B_UGB365?theme=rent
GALAXIA・TOWER E,Middle Floor・FLAT 8・3 Rooms,Diamond Hill,"23,000",517ft²,656ft²,https://hk.centanet.com/findproperty/en/detail/GALAXIA-TOWER-E_SIW856?theme=rent
Cullinan West・Phase 3 Cullinan West II・Tower 5B,High Floor・FLAT H・1 Room,Nam Cheong Station,"24,500",350ft²,N/A,https://hk.centanet.com/findproperty/en/detail/Cullinan-West-Phase-3-Cullinan-West-II-Tower-5B_MXH405?theme=rent
Marinella・TOWER 3,4 Rooms・(3 Suites),Deep Bay,"180,000","2,308ft²","2,893ft²",https://hk.centanet.com/findproperty/en/detail/Marinella-TOWER-3_TKD047?theme=rent
Constellation Cove,3 Rooms,Tai Po Luxury/Mid-levels,"55,000","1,905ft²","2,930ft²",https://hk.centanet.com/findproperty/en/detail/Constellation-Cove_AAC821?theme=rent
Tsuen Wan Plaza・Block 2,High Floor・FLAT H・2 Rooms,Tsuen Wan Town Centre,"17,000",433ft²,542ft²,https://hk.centanet.com/findproperty/en/detail/Tsuen-Wan-Plaza-Block-2_CLN046?theme=rent
Dragons Range・Court A Tower 1,Middle Floor・1 Room,Kau To Shan,"16,500",467ft²,N/A,https://hk.centanet.com/findproperty/en/detail/Dragons-Range-Court-A-Tower-1_AST833?theme=rent
THE PAVILIA FARM・Phase 2・TOWER 7 (7A),High Floor・FLAT B・3 Rooms,Tai Wai,"32,000",690ft²,N/A,https://hk.centanet.com/findproperty/en/detail/THE-PAVILIA-FARM-Phase-2-TOWER-7-(7A)_AUU278?theme=rent
The Cliveden・BLOCK 1,Low Floor・FLAT C・3 Rooms・(1 Suite),Tsuen Wan Mid-levels,"25,000",707ft²,978ft²,https://hk.centanet.com/findproperty/en/detail/The-Cliveden-BLOCK-1_CLU350?theme=rent
CENTURY LINK・PHASE 2・TOWER 1B,Middle Floor・FLAT 6・2 Rooms,Tung Chung Town Centre,"17,000",452ft²,N/A,https://hk.centanet.com/findproperty/en/detail/CENTURY-LINK-PHASE-2-TOWER-1B_FJA733?theme=rent
SERENO VERDE・PHASE 5 REACH SUMMIT・TOWER 2,2 Rooms,Yuen Long Southeast,"12,500",370ft²,N/A,https://hk.centanet.com/findproperty/en/detail/SERENO-VERDE-PHASE-5-REACH-SUMMIT-TOWER-2_GAD689?theme=rent
MANOR HILL・TOWER 2,Middle Floor・FLAT A5・1 Room,Lohas Park,"14,800",283ft²,N/A,https://hk.centanet.com/findproperty/en/detail/MANOR-HILL-TOWER-2_UHS415?theme=rent
UPTOWN PLAZA,High Floor・FLAT B・2 Rooms,Tai Po Town Centre,"19,000",489ft²,599ft²,https://hk.centanet.com/findproperty/en/detail/UPTOWN-PLAZA_AML760?theme=rent
MONTE VISTA・BLOCK 11,Low Floor・FLAT D・3 Rooms・(1 Suite),Wu Kai Sha,"23,800",696ft²,897ft²,https://hk.centanet.com/findproperty/en/detail/MONTE-VISTA-BLOCK-11_EEL180?theme=rent
TAI PO CENTRE・PHASE 5,2 Rooms,Tai Po Town Centre,"14,000",384ft²,482ft²,https://hk.centanet.com/findproperty/en/detail/TAI-PO-CENTRE-PHASE-5_AMQ653?theme=rent
COASTAL SKYLINE・PHASE 4 LE BLEU DEUX・BLOCK 1,3 Rooms,Tung Chung Town Centre,"28,800",811ft²,"1,061ft²",https://hk.centanet.com/findproperty/en/detail/COASTAL-SKYLINE-PHASE-4-LE-BLEU-DEUX-BLOCK-1_FGH399?theme=rent
EAST POINT CITY・BLOCK 3,Middle Floor・FLAT D・2 Rooms,Hang Hau,"20,000",524ft²,666ft²,https://hk.centanet.com/findproperty/en/detail/EAST-POINT-CITY-BLOCK-3_SAZ073?theme=rent
Macpherson Place・TOWER 1B,High Floor・FLAT D・Studio,Mong Kok,"17,000",293ft²,N/A,https://hk.centanet.com/findproperty/en/detail/Macpherson-Place-TOWER-1B_UAQ809?theme=rent
TSING YI GARDEN・BLOCK 4,Middle Floor・FLAT E・2 Rooms,Tsing Yi,"14,500",343ft²,432ft²,https://hk.centanet.com/findproperty/en/detail/TSING-YI-GARDEN-BLOCK-4_FCR107?theme=rent
WINFIELD BUILDING・BLOCK B,High Floor・FLAT 1・3 Rooms・(1 Suite),Happy Valley,"115,000","1,513ft²","1,940ft²",https://hk.centanet.com/findproperty/en/detail/WINFIELD-BUILDING-BLOCK-B_TBA550?theme=rent
Greenfield Garden・PHASE 1・Tower 4,Low Floor・FLAT G・2 Rooms,Tsing Yi,"13,500",368ft²,485ft²,https://hk.centanet.com/findproperty/en/detail/Greenfield-Garden-PHASE-1-Tower-4_FDD078?theme=rent
TUNG CHUNG CRESCENT・Phase 2・BLOCK 9,Middle Floor・FLAT E・2 Rooms,Tung Chung Town Centre,"18,500",527ft²,756ft²,https://hk.centanet.com/findproperty/en/detail/TUNG-CHUNG-CRESCENT-Phase-2-BLOCK-9_FFB695?theme=rent
ONE INNOVALE・PHASE 3・TOWER E,Middle Floor・FLAT 10・Studio,Fanling,"10,000",224ft²,N/A,https://hk.centanet.com/findproperty/en/detail/ONE-INNOVALE-PHASE-3-TOWER-E_EUT358?theme=rent
THE WINGS・IIIB・TOWER 1B,2 Rooms,Tseung Kwan O,"22,500",510ft²,N/A,https://hk.centanet.com/findproperty/en/detail/THE-WINGS-IIIB-TOWER-1B_UEJ544?theme=rent
Caribbean Coast・PHASE 1 MONTEREY COVE・Tower 1,Low Floor・FLAT C・2 Rooms,Tung Chung Town Centre,"17,500",495ft²,680ft²,https://hk.centanet.com/findproperty/en/detail/Caribbean-Coast-PHASE-1-MONTEREY-COVE-Tower-1_FGD707?theme=rent
CHOI PO COURT・CHOI NGAN HOUSE (BLOCK D),High Floor・FLAT 3・2 Rooms,Sheung Shui,"13,000",438ft²,584ft²,https://hk.centanet.com/findproperty/en/detail/CHOI-PO-COURT-CHOI-NGAN-HOUSE-(BLOCK-D)_EOL219?theme=rent
LOHAS PARK・PHASE 9A MARINI・TOWER 3 (3A),2 Rooms,Lohas Park,"19,000",495ft²,N/A,https://hk.centanet.com/findproperty/en/detail/LOHAS-PARK-PHASE-9A-MARINI-TOWER-3-(3A)_UHL113?theme=rent
FANLING TOWN CENTER・FORUM COURT (BLOCK 6),3 Rooms,Fanling,"16,000",454ft²,608ft²,https://hk.centanet.com/findproperty/en/detail/FANLING-TOWN-CENTER-FORUM-COURT-(BLOCK-6)_ENA078?theme=rent
LAGUNA CITY・PHASE 1・BLOCK 16,High Floor・2 Rooms,Lam Tin,"18,000",517ft²,639ft²,https://hk.centanet.com/findproperty/en/detail/LAGUNA-CITY-PHASE-1-BLOCK-16_SPE284?theme=rent
Park One,High Floor・FLAT D・3 Rooms,Sham Shui Po,"22,800",419ft²,N/A,https://hk.centanet.com/findproperty/en/detail/Park-One_MXA946?theme=rent
Mei Foo Sun Chuen・Phase 3・6-8 Glee Path,High Floor・FLAT D NO. 6・3 Rooms,Mei Foo,"25,000",670ft²,N/A,https://hk.centanet.com/findproperty/en/detail/Mei-Foo-Sun-Chuen-Phase-3-6-8-Glee-Path_MOA978?theme=rent
SEAVIEW CRESCENT・BLOCK 2,Low Floor・FLAT A・2 Rooms,Tung Chung Town Centre,"18,000",562ft²,766ft²,https://hk.centanet.com/findproperty/en/detail/SEAVIEW-CRESCENT-BLOCK-2_FGC717?theme=rent
Botania Villa,2 Rooms,Lam Tei,"12,000",482ft²,N/A,https://hk.centanet.com/findproperty/en/detail/Botania-Villa_CIV761?theme=rent
GREENFIELD GARDEN・PHASE 1・TOWER 5,High Floor・FLAT H・2 Rooms,Tsing Yi,"16,500",443ft²,569ft²,https://hk.centanet.com/findproperty/en/detail/GREENFIELD-GARDEN-PHASE-1-TOWER-5_FCM586?theme=rent
Uptown Plaza,Middle Floor・2 Rooms,Tai Po Town Centre,"16,500",465ft²,559ft²,https://hk.centanet.com/findproperty/en/detail/Uptown-Plaza_AMK337?theme=rent
FESTIVAL CITY・Phase 3・TOWER 5,High Floor・FLAT NA・3 Rooms,Tai Wai,"29,000",691ft²,916ft²,https://hk.centanet.com/findproperty/en/detail/FESTIVAL-CITY-Phase-3-TOWER-5_ASG879?theme=rent
FANLING TOWN CENTER・GALAXY COURT (BLOCK 7),2 Rooms,Fanling,"13,000",399ft²,533ft²,https://hk.centanet.com/findproperty/en/detail/FANLING-TOWN-CENTER-GALAXY-COURT-(BLOCK-7)_EOA066?theme=rent
COASTAL SKYLINE・PHASE 1・BLOCK 3,Low Floor・FLAT G・1 Room,Tung Chung Town Centre,"14,500",388ft²,550ft²,https://hk.centanet.com/findproperty/en/detail/COASTAL-SKYLINE-PHASE-1-BLOCK-3_FFK078?theme=rent
SEASIDE SONATA・TOWER 3,High Floor・FLAT C・2 Rooms,Sham Shui Po,"23,500",475ft²,N/A,https://hk.centanet.com/findproperty/en/detail/SEASIDE-SONATA-TOWER-3_MXK905?theme=rent
ONE INNOVALE・Phase 1・TOWER B,High Floor・FLAT 19・1 Room,Fanling,"10,800",315ft²,N/A,https://hk.centanet.com/findproperty/en/detail/ONE-INNOVALE-Phase-1-TOWER-B_EUN027?theme=rent
PARKER33,Low Floor・FLAT F・Studio,Sai Wan Ho,"13,800",211ft²,N/A,https://hk.centanet.com/findproperty/en/detail/PARKER33_ZAK352?theme=rent
ELTANIN‧SQUARE MILE・TOWER 1,Studio,Tai Kok Tsui,"13,000",194ft²,N/A,https://hk.centanet.com/findproperty/en/detail/ELTANIN%E2%80%A7SQUARE-MILE-TOWER-1_UAW990?theme=rent
TSING YI GARDEN・BLOCK 1,High Floor・FLAT B・2 Rooms,Tsing Yi,"14,200",343ft²,432ft²,https://hk.centanet.com/findproperty/en/detail/TSING-YI-GARDEN-BLOCK-1_FCN710?theme=rent
FANLING TOWN CENTER・CANARY COURT (BLOCK 3),Middle Floor・FLAT E・2 Rooms,Fanling,"13,000",399ft²,533ft²,https://hk.centanet.com/findproperty/en/detail/FANLING-TOWN-CENTER-CANARY-COURT-(BLOCK-3)_EOG408?theme=rent
DISCOVERY BAY・PHASE 9 LA SERENE,3 Rooms・(1 Suite),Discovery Bay,"45,000","1,193ft²","1,395ft²",https://hk.centanet.com/findproperty/en/detail/DISCOVERY-BAY-PHASE-9-LA-SERENE_LFG577?theme=rent
MEI FOO SUN CHUEN・Phase 5・5-7 HUMBERT STREET,High Floor・FLAT B NO. 5・2 Rooms,Mei Foo,"16,500",438ft²,N/A,https://hk.centanet.com/findproperty/en/detail/MEI-FOO-SUN-CHUEN-Phase-5-5-7-HUMBERT-STREET_MOH830?theme=rent
HENG FA CHUEN・BLOCK 9,2 Rooms,Heng Fa Chuen,"18,500",471ft²,583ft²,https://hk.centanet.com/findproperty/en/detail/HENG-FA-CHUEN-BLOCK-9_DGG255?theme=rent
SKY TOWER・BLOCK 6,High Floor・FLAT C・2 Rooms,To Kwa Wan,"23,800",539ft²,715ft²,https://hk.centanet.com/findproperty/en/detail/SKY-TOWER-BLOCK-6_SEL951?theme=rent
PARKER33,High Floor・FLAT D・1 Room,Sai Wan Ho,"18,300",328ft²,N/A,https://hk.centanet.com/findproperty/en/detail/PARKER33_ZAK306?theme=rent
CETUS‧SQUARE MILE・TOWER 2,1 Room,Tai Kok Tsui,"18,000",286ft²,N/A,https://hk.centanet.com/findproperty/en/detail/CETUS%E2%80%A7SQUARE-MILE-TOWER-2_UAZ992?theme=rent
CHATHAM GATE・TOWER 2,2 Rooms・(1 Suite),Hung Hom,"27,000",708ft²,941ft²,https://hk.centanet.com/findproperty/en/detail/CHATHAM-GATE-TOWER-2_SHK096?theme=rent
FANLING TOWN CENTER・AMBER COURT (BLOCK 1),2 Rooms,Fanling,"13,000",399ft²,533ft²,https://hk.centanet.com/findproperty/en/detail/FANLING-TOWN-CENTER-AMBER-COURT-(BLOCK-1)_EOG527?theme=rent
AQUILA.SQUARE MILE,1 Room,Tai Kok Tsui,"17,500",256ft²,N/A,https://hk.centanet.com/findproperty/en/detail/AQUILA-SQUARE-MILE_UIC687?theme=rent
CITY ONE SHATIN・SITE 4・BLOCK 41,2 Rooms,City One Shatin,"15,000",284ft²,395ft²,https://hk.centanet.com/findproperty/en/detail/CITY-ONE-SHATIN-SITE-4-BLOCK-41_EAC284?theme=rent
Hanford Garden・Block 1,Low Floor・FLAT A・2 Rooms,Tuen Mun South,"11,500",437ft²,554ft²,https://hk.centanet.com/findproperty/en/detail/Hanford-Garden-Block-1_CGH370?theme=rent
The Hudson,High Floor・FLAT C・2 Rooms,Kennedy Town,"45,000",659ft²,N/A,https://hk.centanet.com/findproperty/en/detail/The-Hudson_LHK003?theme=rent
Lohas Park・Phase 7B Grand Montara・Tower 1 (1A),Middle Floor・FLAT B・3 Rooms,Lohas Park,"27,000",760ft²,N/A,https://hk.centanet.com/findproperty/en/detail/Lohas-Park-Phase-7B-Grand-Montara-Tower-1-(1A)_UHK684?theme=rent
